	input	category	prediction
274	A chicken longed to crawl .	prim_to_inf_arg	chicken ( 12 ) ; crawl ( 5 ) ; long ( 8 ) AND agent ( 8 , 12 ) AND theme ( 8 , 5 )
275	The dog yearned to crawl .	prim_to_inf_arg	* dog ( 12 ) ; crawl ( 8 ) ; yearn ( 34 ) AND agent ( 34 , 12 ) AND ccomp ( 34 , 8 )
276	The scientist wanted to crawl .	prim_to_inf_arg	scientist ( 12 ) ; crawl ( 27 ) ; want ( 5 ) AND agent ( 5 , 12 ) AND ccomp ( 5 , 27 )
277	Madison wanted to crawl .	prim_to_inf_arg	Madison ( 12 ) ; crawl ( 5 ) ; want ( 8 ) AND agent ( 8 , 12 ) AND ccomp ( 8 , 5 )
278	A lion itched to crawl .	prim_to_inf_arg	lion ( 12 ) ; itch ( 5 ) AND agent ( 5 , 12 ) AND theme ( 5 , crawl )
279	Logan wanted to crawl .	prim_to_inf_arg	Logan ( 12 ) ; crawl ( 5 ) ; want ( 8 ) AND agent ( 8 , 12 ) AND ccomp ( 8 , 5 )
280	Owen rented Olivia the shark beside the stool .	prim_to_obj_common	Owen ( 12 ) ; Olivia ( 34 ) ; shark ( 27 ) ; * stool ( 19 ) ; nmod . beside ( 27 , 19 ) AND rent ( 45 ) AND agent ( 45 , 12 ) AND recipient ( 45 , 34 ) AND theme ( 45 , 27 )
281	A bear gave Claire a shark .	prim_to_obj_common	bear ( 12 ) ; Claire ( 25 ) ; shark ( 30 ) ; give ( 18 ) AND agent ( 18 , 12 ) AND recipient ( 18 , 25 ) AND theme ( 18 , 30 )
282	A cat posted the shark on the desk to Sophia .	prim_to_obj_common	cat ( 12 ) ; shark ( 25 ) ; desk ( 30 ) ; Sophia ( 40 ) ; post ( 18 ) AND agent ( 18 , 12 ) AND theme ( 18 , 25 ) AND nmod . on ( 25 , 30 ) AND recipient ( 18 , 40 )
283	Liam sold the shark to Emma .	prim_to_obj_common	Liam ( 12 ) ; shark ( 25 ) ; Emma ( 34 ) ; sell ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 25 ) AND recipient ( 19 , 34 )
284	A tiger rolled a shark .	prim_to_obj_common	tiger ( 12 ) ; shark ( 25 ) ; roll ( 34 ) AND agent ( 34 , 12 ) AND theme ( 34 , 25 )
285	James drew a shark .	prim_to_obj_common	James ( 12 ) ; shark ( 25 ) ; draw ( 34 ) AND agent ( 34 , 12 ) AND theme ( 34 , 25 )
286	Isabella gave the shark in the car to Emma .	prim_to_obj_common	Isabella ( 12 ) ; shark ( 25 ) ; car ( 30 ) ; Emma ( 18 ) ; give ( 40 ) AND theme ( 40 , 25 ) AND recipient ( 40 , 18 ) AND agent ( 40 , 12 ) AND nmod . in ( 25 , 30 )
287	Emma rolled a shark on the notebook .	prim_to_obj_common	Emma ( 10 ) ; * shark ( 27 ) ; * notebook ( 34 ) ; nmod . on ( 27 , 34 ) AND roll ( 19 ) AND agent ( 19 , 10 ) AND theme ( 19 , 27 )
288	Ethan crumpled the shark .	prim_to_obj_common	Ethan ( 29 ) ; * shark ( 12 ) ; crumple ( 45 ) AND agent ( 45 , 29 ) AND theme ( 45 , 12 )
289	The girl passed a donkey a shark on a speaker .	prim_to_obj_common	* girl ( 12 ) ; donkey ( 34 ) ; shark ( 19 ) ; * speaker ( 27 ) ; nmod . on ( 19 , 27 ) AND pass ( 45 ) AND agent ( 45 , 12 ) AND recipient ( 45 , 34 ) AND theme ( 45 , 19 )
290	Michael thought that Elizabeth awarded the boy a shark .	prim_to_obj_common	Michael ( 12 ) ; Elizabeth ( 25 ) ; boy ( 34 ) ; shark ( 40 ) ; think ( 19 ) AND agent ( 19 , 12 ) AND ccomp ( 19 , 27 ) AND award ( 27 ) AND agent ( 27 , 25 ) AND recipient ( 27 , 34 ) AND theme ( 27 , 40 )
291	A cat gave Emma a shark .	prim_to_obj_common	cat ( 12 ) ; Emma ( 34 ) ; shark ( 25 ) ; give ( 19 ) AND theme ( 19 , 25 ) AND recipient ( 19 , 34 ) AND agent ( 19 , 12 )
292	The priest ate a shark .	prim_to_obj_common	* priest ( 33 ) ; shark ( 12 ) ; eat ( 19 ) AND agent ( 19 , 33 ) AND theme ( 19 , 12 )
293	A boy gave the lion a shark beside the table .	prim_to_obj_common	boy ( 12 ) ; lion ( 25 ) ; shark ( 30 ) ; * table ( 18 ) ; nmod . beside ( 30 , 18 ) AND give ( 44 ) AND agent ( 44 , 12 ) AND recipient ( 44 , 25 ) AND theme ( 44 , 30 )
294	Benjamin ate the shark .	prim_to_obj_common	Benjamin ( 12 ) ; shark ( 29 ) ; eat ( 45 ) AND agent ( 45 , 12 ) AND theme ( 45 , 29 )
295	Liam ate a shark on the rock .	prim_to_obj_common	Liam ( 23 ) ; shark ( 18 ) ; * rock ( 12 ) ; nmod . on ( 18 , 12 ) AND eat ( 34 ) AND agent ( 34 , 23 ) AND theme ( 34 , 18 )
296	Benjamin liked that Emma admired that Liam loaned a shark to the dog .	prim_to_obj_common	Benjamin ( 12 ) ; Emma ( 34 ) ; Liam ( 27 ) ; shark ( 19 ) ; dog ( 45 ) ; like ( 5 ) AND agent ( 5 , 12 ) AND ccomp ( 5 , 18 ) AND admire ( 18 ) AND agent ( 18 , 34 ) AND ccomp ( 18 , 24 ) AND loan ( 24 ) AND agent ( 24 , 27 ) AND theme ( 24 , 19 ) AND recipient ( 24 , 45 )
297	A teacher hoped that a girl ate a shark on the table .	prim_to_obj_common	A teacher ( 12 ) ; girl ( 34 ) ; shark ( 29 ) ; * table ( 45 ) ; nmod . on ( 29 , 45 ) AND hope ( 8 ) AND agent ( 8 , 12 ) AND ccomp ( 8 , 19 ) AND eat ( 19 ) AND theme ( 19 , 29 ) AND agent ( 19 , 34 )
298	Noah liked that a cat helped the shark beside a table .	prim_to_obj_common	Noah ( 12 ) ; cat ( 25 ) ; shark ( 30 ) ; table ( 40 ) ; like ( 18 ) AND agent ( 18 , 12 ) AND ccomp ( 18 , 22 ) AND help ( 22 ) AND agent ( 22 , 25 ) AND theme ( 22 , 30 ) AND nmod . beside ( 30 , 40 )
299	Emily ate the shark in the house .	prim_to_obj_common	Emily ( 12 ) ; * shark ( 27 ) ; * house ( 34 ) ; nmod . in ( 27 , 34 ) AND eat ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 27 )
300	Theodore changed Paula .	prim_to_obj_proper	Theodore ( 12 ) ; Paula ( 25 ) ; change ( 30 ) AND agent ( 30 , 12 ) AND theme ( 30 , 25 )
301	A tiger rolled Paula .	prim_to_obj_proper	"Sentence: A tiger rolled Paula .
Logical Form: tiger ( 12 ) ; Paula ( 25 ) ; roll ( 30 ) AND agent ( 30 , 12 ) AND theme ( 30 , 25 )"
302	Sophia sent Ava Paula .	prim_to_obj_proper	Sophia ( 12 ) ; Ava ( 34 ) ; Paula ( 29 ) ; send ( 45 ) AND agent ( 45 , 12 ) AND recipient ( 45 , 34 ) AND theme ( 45 , 29 )
303	Noah liked Paula .	prim_to_obj_proper	Noah ( 12 ) ; Paula ( 25 ) ; like ( 34 ) AND agent ( 34 , 12 ) AND theme ( 34 , 25 )
304	The student helped Paula .	prim_to_obj_proper	* student ( 12 ) ; Paula ( 34 ) ; help ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 )
305	A horse said that the moose ate Paula .	prim_to_obj_proper	horse ( 12 ) ; moose ( 29 ) ; Paula ( 36 ) ; say ( 45 ) AND agent ( 45 , 12 ) AND ccomp ( 45 , 50 ) AND eat ( 50 ) AND theme ( 50 , 36 ) AND agent ( 50 , 29 )
306	Olivia sold Paula to the priest .	prim_to_obj_proper	Olivia ( 12 ) ; Paula ( 34 ) ; priest ( 22 ) ; sell ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 ) AND recipient ( 19 , 22 )
307	James discovered Paula .	prim_to_obj_proper	James ( 12 ) ; Paula ( 25 ) ; discover ( 34 ) AND agent ( 34 , 12 ) AND theme ( 34 , 25 )
308	The girl gave Paula to Addison .	prim_to_obj_proper	girl ( 12 ) ; Paula ( 25 ) ; Addison ( 30 ) ; give ( 18 ) AND theme ( 18 , 25 ) AND recipient ( 18 , 30 ) AND agent ( 18 , 12 )
309	The girl decomposed Paula .	prim_to_obj_proper	* girl ( 12 ) ; Paula ( 34 ) ; decompose ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 )
310	A boy mailed Paula to the girl .	prim_to_obj_proper	boy ( 12 ) ; Paula ( 25 ) ; girl ( 30 ) ; mail ( 18 ) AND agent ( 18 , 12 ) AND theme ( 18 , 25 ) AND recipient ( 18 , 30 )
311	Scarlett lended a consumer Paula .	prim_to_obj_proper	Scarlett ( 12 ) ; consumer ( 25 ) ; Paula ( 30 ) ; lend ( 18 ) AND agent ( 18 , 12 ) AND recipient ( 18 , 25 ) AND theme ( 18 , 30 )
312	Ava broke Paula .	prim_to_obj_proper	Ava ( 12 ) ; Paula ( 27 ) ; break ( 34 ) AND agent ( 34 , 12 ) AND theme ( 34 , 27 )
313	Aubrey handed Paula to Charlotte .	prim_to_obj_proper	Aubrey ( 12 ) ; Paula ( 25 ) ; Charlotte ( 30 ) ; hand ( 18 ) AND agent ( 18 , 12 ) AND theme ( 18 , 25 ) AND recipient ( 18 , 30 )
314	The girl forwarded Paula to Olivia .	prim_to_obj_proper	* girl ( 29 ) ; Paula ( 12 ) ; Olivia ( 45 ) ; forward ( 36 ) AND agent ( 36 , 29 ) AND theme ( 36 , 12 ) AND recipient ( 36 , 45 )
315	Logan gave the cat Paula .	prim_to_obj_proper	Logan ( 12 ) ; cat ( 25 ) ; Paula ( 30 ) ; give ( 18 ) AND theme ( 18 , 25 ) AND recipient ( 18 , 30 ) AND agent ( 18 , 12 )
316	Wyatt proved that the boy rented Paula to Ava .	prim_to_obj_proper	Wyatt ( 12 ) ; boy ( 34 ) ; Paula ( 25 ) ; Ava ( 19 ) ; prove ( 7 ) AND agent ( 7 , 12 ) AND ccomp ( 7 , 15 ) AND rent ( 15 ) AND agent ( 15 , 34 ) AND theme ( 15 , 25 ) AND recipient ( 15 , 19 )
317	Oliver burned Paula .	prim_to_obj_proper	Oliver ( 12 ) ; Paula ( 25 ) ; burn ( 30 ) AND agent ( 30 , 12 ) AND theme ( 30 , 25 )
318	A girl dusted Paula .	prim_to_obj_proper	A girl ( 12 ) ; Paula ( 34 ) ; dust ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 )
319	Logan hunted Paula .	prim_to_obj_proper	Logan ( 12 ) ; Paula ( 25 ) ; hunt ( 34 ) AND agent ( 34 , 12 ) AND theme ( 34 , 25 )
320	The shark ate a rose .	prim_to_subj_common	shark ( 12 ) ; rose ( 29 ) ; eat ( 45 ) AND theme ( 45 , 29 ) AND agent ( 45 , 12 )
321	The shark gave Elijah the cake beside a seat .	prim_to_subj_common	shark ( 12 ) ; Elijah ( 44 ) ; cake ( 25 ) ; * seat ( 30 ) ; give ( 19 ) AND theme ( 19 , 25 ) AND recipient ( 19 , 44 ) AND agent ( 19 , 12 ) AND nmod . beside ( 25 , 30 )
322	The shark examined Sophia .	prim_to_subj_common	* shark ( 12 ) ; Sophia ( 25 ) ; examine ( 34 ) AND agent ( 34 , 12 ) AND theme ( 34 , 25 )
323	The shark pierced a cake .	prim_to_subj_common	shark ( 12 ) ; cake ( 25 ) ; pierce ( 34 ) AND agent ( 34 , 12 ) AND theme ( 34 , 25 )
324	The shark juggled the cake beside the bat .	prim_to_subj_common	shark ( 12 ) ; * cake ( 25 ) ; * bat ( 30 ) ; nmod . beside ( 25 , 30 ) AND juggle ( 18 ) AND agent ( 18 , 12 ) AND theme ( 18 , 25 )
325	The shark loved the balloon .	prim_to_subj_common	shark ( 29 ) ; balloon ( 12 ) ; love ( 45 ) AND agent ( 45 , 29 ) AND theme ( 45 , 12 )
326	A shark mailed Oliver the cookie .	prim_to_subj_common	shark ( 12 ) ; Oliver ( 25 ) ; cookie ( 30 ) ; mail ( 18 ) AND agent ( 18 , 12 ) AND recipient ( 18 , 25 ) AND theme ( 18 , 30 )
327	The shark dusted the donut on the road .	prim_to_subj_common	shark ( 29 ) ; * donut ( 12 ) ; * road ( 45 ) ; nmod . on ( 12 , 45 ) AND dust ( 36 ) AND agent ( 36 , 29 ) AND theme ( 36 , 12 )
328	The shark lended a bat to Noah .	prim_to_subj_common	shark ( 29 ) ; bat ( 12 ) ; Noah ( 45 ) ; lend ( 36 ) AND agent ( 36 , 29 ) AND theme ( 36 , 12 ) AND recipient ( 36 , 45 )
329	The shark painted the chicken beside the table .	prim_to_subj_common	shark ( 12 ) ; chicken ( 25 ) ; * table ( 34 ) ; nmod . beside ( 25 , 34 ) AND paint ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 25 )
330	The shark collapsed a girl .	prim_to_subj_common	* shark ( 12 ) ; girl ( 25 ) ; collapse ( 30 ) AND agent ( 30 , 12 ) AND theme ( 30 , 25 )
331	A shark painted a girl .	prim_to_subj_common	shark ( 12 ) ; girl ( 25 ) ; paint ( 34 ) AND agent ( 34 , 12 ) AND theme ( 34 , 25 )
332	The shark froze the boy on a table .	prim_to_subj_common	shark ( 12 ) ; * boy ( 34 ) ; * table ( 27 ) ; nmod . on ( 34 , 27 ) AND freeze ( 45 ) AND agent ( 45 , 12 ) AND theme ( 45 , 34 )
333	The shark dusted Michael .	prim_to_subj_common	* shark ( 12 ) ; Michael ( 34 ) ; dust ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
334	Liam said that a shark preferred to sleep .	prim_to_subj_common	Liam ( 12 ) ; shark ( 25 ) ; sleep ( 30 ) ; say ( 18 ) AND agent ( 18 , 12 ) AND ccomp ( 18 , 27 ) AND prefer ( 27 ) AND agent ( 27 , 25 ) AND theme ( 27 , 30 )
335	The shark wished to eat .	prim_to_subj_common	shark ( 29 ) ; eat ( 12 ) ; wish ( 45 ) AND agent ( 45 , 29 ) AND ccomp ( 45 , 12 )
336	The girl thought that the shark liked a cake .	prim_to_subj_common	The girl ( 22 ) ; shark ( 30 ) ; cake ( 40 ) ; like ( 14 ) AND agent ( 14 , 30 ) AND theme ( 14 , 40 ) AND think ( 5 ) AND agent ( 5 , 22 ) AND ccomp ( 5 , 12 )
337	The shark froze a cake in a house .	prim_to_subj_common	shark ( 12 ) ; cake ( 25 ) ; * house ( 34 ) ; nmod . in ( 25 , 34 ) AND freeze ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 25 )
338	The shark offered a cake to Liam .	prim_to_subj_common	shark ( 12 ) ; cake ( 25 ) ; Liam ( 34 ) ; offer ( 19 ) AND theme ( 19 , 25 ) AND recipient ( 19 , 34 ) AND agent ( 19 , 12 )
339	The shark intended to giggle .	prim_to_subj_common	shark ( 12 ) ; giggle ( 27 ) ; intend ( 34 ) AND agent ( 34 , 12 ) AND ccomp ( 34 , 27 )
340	Paula rolled a brick .	prim_to_subj_proper	Paula ( 12 ) ; brick ( 29 ) ; roll ( 45 ) AND agent ( 45 , 12 ) AND theme ( 45 , 29 )
341	Paula dusted Lucas .	prim_to_subj_proper	Paula ( 12 ) ; Lucas ( 34 ) ; dust ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 )
342	Paula gave a cat the cake on the speaker .	prim_to_subj_proper	Paula ( 12 ) ; cat ( 20 ) ; cake ( 24 ) ; * speaker ( 36 ) ; nmod . on ( 24 , 36 ) AND give ( 15 ) AND agent ( 15 , 12 ) AND theme ( 15 , 24 ) AND recipient ( 15 , 20 )
343	Paula gave Emma a cake on the TV .	prim_to_subj_proper	Paula ( 12 ) ; Emma ( 34 ) ; cake ( 25 ) ; * TV ( 19 ) ; nmod . on ( 25 , 19 ) AND give ( 40 ) AND agent ( 40 , 12 ) AND recipient ( 40 , 34 ) AND theme ( 40 , 25 )
344	Paula liked the drink in the house .	prim_to_subj_proper	Paula ( 12 ) ; * drink ( 8 ) ; * house ( 14 ) ; nmod . in ( 8 , 14 ) AND like ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 8 )
345	Paula rolled Ethan .	prim_to_subj_proper	Paula ( 12 ) ; Ethan ( 34 ) ; roll ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 )
346	Paula liked the cookie .	prim_to_subj_proper	Paula ( 12 ) ; cookie ( 25 ) ; like ( 34 ) AND agent ( 34 , 12 ) AND theme ( 34 , 25 )
347	Paula lended a boy the cake beside the chair .	prim_to_subj_proper	Paula ( 12 ) ; boy ( 34 ) ; cake ( 25 ) ; * chair ( 19 ) ; nmod . beside ( 25 , 19 ) AND lend ( 8 ) AND agent ( 8 , 12 ) AND recipient ( 8 , 34 ) AND theme ( 8 , 25 )
348	Paula rolled the knife .	prim_to_subj_proper	Paula ( 12 ) ; * knife ( 29 ) ; roll ( 34 ) AND agent ( 34 , 12 ) AND theme ( 34 , 29 )
349	Paula brought the donut to the duck .	prim_to_subj_proper	Paula ( 12 ) ; donut ( 20 ) ; duck ( 34 ) ; bring ( 45 ) AND theme ( 45 , 20 ) AND recipient ( 45 , 34 ) AND agent ( 45 , 12 )
350	Paula helped a girl beside the table .	prim_to_subj_proper	Paula ( 12 ) ; girl ( 34 ) ; * table ( 19 ) ; nmod . beside ( 34 , 19 ) AND help ( 27 ) AND agent ( 27 , 12 ) AND theme ( 27 , 34 )
351	Paula mailed Liam the newspaper .	prim_to_subj_proper	Paula ( 12 ) ; Liam ( 34 ) ; newspaper ( 25 ) ; mail ( 19 ) AND agent ( 19 , 12 ) AND recipient ( 19 , 34 ) AND theme ( 19 , 25 )
352	Paula gave a cake on a table to Emma .	prim_to_subj_proper	Paula ( 12 ) ; cake ( 25 ) ; Emma ( 34 ) ; * table ( 19 ) ; nmod . on ( 25 , 19 ) AND give ( 40 ) AND theme ( 40 , 25 ) AND recipient ( 40 , 34 ) AND agent ( 40 , 12 )
353	Paula wanted to paint .	prim_to_subj_proper	Paula ( 12 ) ; paint ( 5 ) AND want ( 8 ) AND agent ( 8 , 12 ) AND theme ( 8 , 5 )
354	Paula lended a donut on a gravel to the girl .	prim_to_subj_proper	Paula ( 12 ) ; donut ( 20 ) ; gravel ( 34 ) ; girl ( 45 ) ; nmod . on ( 20 , 34 ) AND lend ( 18 ) AND agent ( 18 , 12 ) AND theme ( 18 , 20 ) AND recipient ( 18 , 45 )
355	Paula helped a glue in the garden .	prim_to_subj_proper	Paula ( 12 ) ; glue ( 25 ) ; * garden ( 30 ) ; nmod . in ( 25 , 30 ) AND help ( 18 ) AND agent ( 18 , 12 ) AND theme ( 18 , 25 )
356	Paula rolled a boy .	prim_to_subj_proper	Paula ( 12 ) ; * boy ( 34 ) ; roll ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 )
357	Paula gave a patient the donut in the barrel .	prim_to_subj_proper	Paula ( 12 ) ; patient ( 25 ) ; donut ( 30 ) ; * barrel ( 18 ) ; nmod . in ( 30 , 18 ) AND give ( 44 ) AND agent ( 44 , 12 ) AND recipient ( 44 , 25 ) AND theme ( 44 , 30 )
358	Paula froze the crayon on the pad .	prim_to_subj_proper	Paula ( 12 ) ; * crayon ( 29 ) ; * pad ( 45 ) ; nmod . on ( 29 , 45 ) AND freeze ( 36 ) AND agent ( 36 , 12 ) AND theme ( 36 , 29 )
359	Paula lended the donut to a girl .	prim_to_subj_proper	Paula ( 12 ) ; donut ( 20 ) ; girl ( 36 ) ; lend ( 8 ) AND agent ( 8 , 12 ) AND theme ( 8 , 20 ) AND recipient ( 8 , 36 )
360	Abigail gave the hedgehog to the frog .	subj_to_obj_common	Abigail ( 12 ) ; hedgehog ( 25 ) ; frog ( 30 ) ; give ( 18 ) AND theme ( 18 , 25 ) AND recipient ( 18 , 30 ) AND agent ( 18 , 12 )
361	A dog liked the hedgehog beside the seat .	subj_to_obj_common	dog ( 12 ) ; hedgehog ( 25 ) ; * seat ( 38 ) ; nmod . beside ( 25 , 38 ) AND like ( 44 ) AND agent ( 44 , 12 ) AND theme ( 44 , 25 )
362	Isabella crumpled the hedgehog .	subj_to_obj_common	Isabella ( 29 ) ; * hedgehog ( 12 ) ; crumple ( 45 ) AND agent ( 45 , 29 ) AND theme ( 45 , 12 )
363	The girl found the hedgehog on a table .	subj_to_obj_common	The girl ( 22 ) ; hedgehog ( 19 ) ; * table ( 34 ) ; nmod . on ( 19 , 34 ) AND find ( 27 ) AND agent ( 27 , 22 ) AND theme ( 27 , 19 )
364	The guest handed the hedgehog in the vehicle to a lion .	subj_to_obj_common	guest ( 12 ) ; hedgehog ( 25 ) ; lion ( 34 ) ; * vehicle ( 19 ) ; hand ( 40 ) AND agent ( 40 , 12 ) AND theme ( 40 , 25 ) AND recipient ( 40 , 34 ) AND nmod . in ( 25 , 19 )
365	Emma crumpled a hedgehog on the stage .	subj_to_obj_common	Emma ( 10 ) ; * hedgehog ( 24 ) ; * stage ( 38 ) ; nmod . on ( 24 , 38 ) AND crumple ( 15 ) AND agent ( 15 , 10 ) AND theme ( 15 , 24 )
366	Liam gave Emma the hedgehog beside the road in the bag .	subj_to_obj_common	Liam ( 12 ) ; Emma ( 34 ) ; hedgehog ( 25 ) ; * road ( 40 ) ; * bag ( 19 ) ; nmod . beside ( 25 , 40 ) AND nmod . in ( 25 , 19 ) AND give ( 5 ) AND agent ( 5 , 12 ) AND recipient ( 5 , 34 ) AND theme ( 5 , 25 )
367	A girl snapped a hedgehog on a tree beside the table .	subj_to_obj_common	* girl ( 12 ) ; * hedgehog ( 25 ) ; * tree ( 30 ) ; * table ( 18 ) ; nmod . on ( 25 , 30 ) AND nmod . beside ( 30 , 18 ) AND snap ( 44 ) AND agent ( 44 , 12 ) AND theme ( 44 , 25 )
368	Benjamin floated the hedgehog in a room .	subj_to_obj_common	Benjamin ( 12 ) ; * hedgehog ( 27 ) ; * room ( 34 ) ; nmod . in ( 27 , 34 ) AND float ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 27 )
369	Emma rolled a hedgehog on the notebook .	subj_to_obj_common	Emma ( 10 ) ; * hedgehog ( 24 ) ; * notebook ( 38 ) ; nmod . on ( 24 , 38 ) AND roll ( 15 ) AND agent ( 15 , 10 ) AND theme ( 15 , 24 )
370	The frog shortened the hedgehog in a box .	subj_to_obj_common	* frog ( 22 ) ; hedgehog ( 29 ) ; * box ( 47 ) ; nmod . in ( 29 , 47 ) AND shorten ( 36 ) AND agent ( 36 , 22 ) AND theme ( 36 , 29 )
371	Emma gave a bunny a hedgehog .	subj_to_obj_common	Emma ( 10 ) ; bunny ( 24 ) ; hedgehog ( 36 ) ; give ( 43 ) AND agent ( 43 , 10 ) AND recipient ( 43 , 24 ) AND theme ( 43 , 36 )
372	Isabella poked the hedgehog beside the table .	subj_to_obj_common	Isabella ( 29 ) ; * hedgehog ( 12 ) ; * table ( 45 ) ; nmod . beside ( 12 , 45 ) AND poke ( 36 ) AND agent ( 36 , 29 ) AND theme ( 36 , 12 )
373	The boy liked that Alexander brought a monster a hedgehog .	subj_to_obj_common	The boy ( 12 ) ; Alexander ( 25 ) ; monster ( 38 ) ; hedgehog ( 44 ) ; like ( 19 ) AND agent ( 19 , 12 ) AND ccomp ( 19 , 27 ) AND bring ( 27 ) AND agent ( 27 , 25 ) AND theme ( 27 , 38 ) AND theme ( 27 , 44 )
374	A doctor lended a hedgehog beside a cup to a hero .	subj_to_obj_common	doctor ( 12 ) ; hedgehog ( 25 ) ; cup ( 30 ) ; hero ( 40 ) ; * nmod . beside ( 25 , 30 ) AND lend ( 18 ) AND agent ( 18 , 12 ) AND theme ( 18 , 25 ) AND recipient ( 18 , 40 )
375	A child shortened the hedgehog in a room .	subj_to_obj_common	child ( 29 ) ; hedgehog ( 12 ) ; * room ( 45 ) ; nmod . in ( 12 , 45 ) AND shorten ( 36 ) AND agent ( 36 , 29 ) AND theme ( 36 , 12 )
376	Emma declared that a cat gave the hedgehog to a girl .	subj_to_obj_common	Emma ( 10 ) ; cat ( 22 ) ; hedgehog ( 36 ) ; girl ( 53 ) ; give ( 14 ) AND declare ( 1 ) AND agent ( 1 , 10 ) AND ccomp ( 1 , 27 ) AND theme ( 27 , 14 ) AND agent ( 14 , 22 ) AND recipient ( 14 , 53 ) AND theme ( 14 , 36 )
377	Emma ate a hedgehog .	subj_to_obj_common	Emma ( 10 ) ; hedgehog ( 24 ) ; eat ( 36 ) AND agent ( 36 , 10 ) AND theme ( 36 , 24 )
378	The customer supported that a boy proved that the girl gave a hedgehog to a mouse .	subj_to_obj_common	customer ( 12 ) ; boy ( 34 ) ; girl ( 25 ) ; hedgehog ( 40 ) ; mouse ( 19 ) ; support ( 5 ) AND agent ( 5 , 12 ) AND ccomp ( 5 , 18 ) AND prove ( 18 ) AND agent ( 18 , 34 ) AND ccomp ( 18 , 27 ) AND give ( 27 ) AND agent ( 27 , 25 ) AND theme ( 27 , 40 ) AND recipient ( 27 , 19 )
379	Emma stabbed a hedgehog .	subj_to_obj_common	Emma ( 10 ) ; hedgehog ( 24 ) ; stab ( 36 ) AND agent ( 36 , 10 ) AND theme ( 36 , 24 )
380	William rolled Lina .	subj_to_obj_proper	William ( 12 ) ; Lina ( 34 ) ; roll ( 19 ) AND agent ( 19 , 12 ) AND theme ( 19 , 34 )
381	Addison handed Lina to Emma .	subj_to_obj_proper	Addison ( 12 ) ; Lina ( 25 ) ; Emma ( 30 ) ; hand ( 18 ) AND agent ( 18 , 12 ) AND recipient ( 18 , 30 ) AND theme ( 18 , 25 )
382	The girl offered the horse Lina .	subj_to_obj_proper	"Sentence: The girl offered the horse Lina .
Logical Form: girl ( 12 ) ; horse ( 25 ) ; Lina ( 30 ) ; offer ( 18 ) AND theme ( 18 , 25 ) AND recipient ( 18 , 30 ) AND agent ( 18 , 12 )"
383	Emma cleaned Lina .	subj_to_obj_proper	Emma ( 10 ) ; Lina ( 24 ) ; clean ( 36 ) AND agent ( 36 , 10 ) AND theme ( 36 , 24 )
384	The boy gave the girl Lina .	subj_to_obj_proper	"Sentence: The boy gave the girl Lina .
Logical Form: boy ( 12 ) ; girl ( 25 ) ; Lina ( 30 ) ; give ( 18 ) AND agent ( 18 , 12 ) AND recipient ( 18 , 25 ) AND theme ( 18 , 30 )"
385	Logan gave the cat Lina .	subj_to_obj_proper	Logan ( 12 ) ; cat ( 25 ) ; Lina ( 30 ) ; give ( 18 ) AND agent ( 18 , 12 ) AND theme ( 18 , 30 ) AND recipient ( 18 , 25 )
386	A king liked that a chicken gave Emma Lina .	subj_to_obj_proper	king ( 12 ) ; chicken ( 25 ) ; Emma ( 30 ) ; Lina ( 40 ) ; like ( 18 ) AND agent ( 18 , 12 ) AND ccomp ( 18 , 27 ) AND give ( 27 ) AND agent ( 27 , 25 ) AND recipient ( 27 , 30 ) AND theme ( 27 , 40 )
387	Daniel promised Ellie Lina .	subj_to_obj_proper	Daniel ( 12 ) ; Ellie ( 25 ) ; Lina ( 30 ) ; promise ( 18 ) AND agent ( 18 , 12 ) AND recipient ( 18 , 25 ) AND theme ( 18 , 30 )
388	The duck liked Lina .	subj_to_obj_proper	"Sentence: The duck liked Lina .
Logical Form: duck ( 12 ) ; Lina ( 25 ) ; like ( 34 ) AND agent ( 34 , 12 ) AND theme ( 34 , 25 )"
389	Caleb sold Ethan Lina .	subj_to_obj_proper	Caleb ( 12 ) ; Ethan ( 25 ) ; Lina ( 30 ) ; sell ( 18 ) AND agent ( 18 , 12 ) AND recipient ( 18 , 25 ) AND theme ( 18 , 30 )
